company_id,type,rule_id,text,confidence_pct
SUNPHARMA,Pro,P06,Asset turnover ratio above 0.5x indicates efficient utilization of company assets.,65
SUNPHARMA,Pro,P07,Consistently positive free cash flow provides financial flexibility for growth and dividends.,80
SUNPHARMA,Pro,P08,Debt-to-equity ratio below 1 reflects a strong balance sheet with conservative leverage.,95
SUNPHARMA,Pro,P09,Interest coverage ratio above 5x shows strong ability to service debt obligations.,95
SUNPHARMA,Pro,P11,High cash flow from operations quality indicates sustainable core business performance.,95
TATACONSUM,Pro,P06,Asset turnover ratio above 0.5x indicates efficient utilization of company assets.,95
TATACONSUM,Pro,P07,Consistently positive free cash flow provides financial flexibility for growth and dividends.,95
TATACONSUM,Pro,P08,Debt-to-equity ratio below 1 reflects a strong balance sheet with conservative leverage.,95
TATACONSUM,Pro,P09,Interest coverage ratio above 5x shows strong ability to service debt obligations.,95
TATACONSUM,Pro,P11,High cash flow from operations quality indicates sustainable core business performance.,95
TATACONSUM,Con,C01,Return on equity below 10% indicates subpar profitability and capital allocation.,95
TATACONSUM,Con,C12,High capital expenditure intensity may pressure short-term profitability.,65
TATAMOTORS,Pro,P01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
TATAMOTORS,Pro,P02,Strong return on capital employed above 15% indicates efficient use of both debt and equity.,95
TATAMOTORS,Pro,P03,Double-digit revenue compounded annual growth reflects robust business expansion.,95
TATAMOTORS,Pro,P06,Asset turnover ratio above 0.5x indicates efficient utilization of company assets.,95
TATAMOTORS,Pro,P07,Consistently positive free cash flow provides financial flexibility for growth and dividends.,80
TATAMOTORS,Pro,P09,Interest coverage ratio above 5x shows strong ability to service debt obligations.,65
TATAMOTORS,Pro,P11,High cash flow from operations quality indicates sustainable core business performance.,95
TATAPOWER,Pro,P03,Double-digit revenue compounded annual growth reflects robust business expansion.,95
TATAPOWER,Pro,P04,Earnings per share growing above 10% annually shows increasing profitability per share.,95
TATAPOWER,Pro,P05,Operating margin above 15% highlights strong operational efficiency and pricing power.,80
TATAPOWER,Pro,P07,Consistently positive free cash flow provides financial flexibility for growth and dividends.,80
TATAPOWER,Pro,P11,High cash flow from operations quality indicates sustainable core business performance.,95
TATAPOWER,Con,C12,High capital expenditure intensity may pressure short-term profitability.,65
TATASTEEL,Pro,P06,Asset turnover ratio above 0.5x indicates efficient utilization of company assets.,95
TATASTEEL,Pro,P07,Consistently positive free cash flow provides financial flexibility for growth and dividends.,95
TATASTEEL,Pro,P08,Debt-to-equity ratio below 1 reflects a strong balance sheet with conservative leverage.,65
TATASTEEL,Pro,P11,High cash flow from operations quality indicates sustainable core business performance.,95
TATASTEEL,Con,C01,Return on equity below 10% indicates subpar profitability and capital allocation.,95
TATASTEEL,Con,C02,Return on capital employed below 10% suggests inefficient use of capital resources.,95
TATASTEEL,Con,C03,Negative revenue compounded annual growth signals business contraction.,95
TATASTEEL,Con,C04,Declining earnings per share indicates falling profitability over time.,95
TCS,Pro,P02,Strong return on capital employed above 15% indicates efficient use of both debt and equity.,95
TCS,Pro,P05,Operating margin above 15% highlights strong operational efficiency and pricing power.,95
TCS,Pro,P06,Asset turnover ratio above 0.5x indicates efficient utilization of company assets.,95
TCS,Pro,P07,Consistently positive free cash flow provides financial flexibility for growth and dividends.,95
TCS,Pro,P08,Debt-to-equity ratio below 1 reflects a strong balance sheet with conservative leverage.,95
TCS,Pro,P09,Interest coverage ratio above 5x shows strong ability to service debt obligations.,95
TCS,Pro,P11,High cash flow from operations quality indicates sustainable core business performance.,95
TCS,Con,C01,Return on equity below 10% indicates subpar profitability and capital allocation.,95
TECHM,Pro,P06,Asset turnover ratio above 0.5x indicates efficient utilization of company assets.,95
TECHM,Pro,P07,Consistently positive free cash flow provides financial flexibility for growth and dividends.,95
TECHM,Pro,P08,Debt-to-equity ratio below 1 reflects a strong balance sheet with conservative leverage.,95
TECHM,Pro,P09,Interest coverage ratio above 5x shows strong ability to service debt obligations.,95
TECHM,Pro,P11,High cash flow from operations quality indicates sustainable core business performance.,95
TECHM,Con,C01,Return on equity below 10% indicates subpar profitability and capital allocation.,95
TECHM,Con,C04,Declining earnings per share indicates falling profitability over time.,95
TITAN,Pro,P01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
TITAN,Pro,P02,Strong return on capital employed above 15% indicates efficient use of both debt and equity.,95
TITAN,Pro,P03,Double-digit revenue compounded annual growth reflects robust business expansion.,95
TITAN,Pro,P04,Earnings per share growing above 10% annually shows increasing profitability per share.,95
TITAN,Pro,P06,Asset turnover ratio above 0.5x indicates efficient utilization of company assets.,95
TITAN,Pro,P07,Consistently positive free cash flow provides financial flexibility for growth and dividends.,65
TITAN,Pro,P09,Interest coverage ratio above 5x shows strong ability to service debt obligations.,95
TORNTPHARM,Pro,P01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
TORNTPHARM,Pro,P02,Strong return on capital employed above 15% indicates efficient use of both debt and equity.,95
TORNTPHARM,Pro,P04,Earnings per share growing above 10% annually shows increasing profitability per share.,95
TORNTPHARM,Pro,P05,Operating margin above 15% highlights strong operational efficiency and pricing power.,95
TORNTPHARM,Pro,P06,Asset turnover ratio above 0.5x indicates efficient utilization of company assets.,95
TORNTPHARM,Pro,P07,Consistently positive free cash flow provides financial flexibility for growth and dividends.,95
TORNTPHARM,Pro,P08,Debt-to-equity ratio below 1 reflects a strong balance sheet with conservative leverage.,80
TORNTPHARM,Pro,P09,Interest coverage ratio above 5x shows strong ability to service debt obligations.,95
TORNTPHARM,Pro,P11,High cash flow from operations quality indicates sustainable core business performance.,95
TRENT,Pro,P01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
TRENT,Pro,P02,Strong return on capital employed above 15% indicates efficient use of both debt and equity.,95
TRENT,Pro,P03,Double-digit revenue compounded annual growth reflects robust business expansion.,95
TRENT,Pro,P04,Earnings per share growing above 10% annually shows increasing profitability per share.,95
TRENT,Pro,P05,Operating margin above 15% highlights strong operational efficiency and pricing power.,65
TRENT,Pro,P06,Asset turnover ratio above 0.5x indicates efficient utilization of company assets.,80
TRENT,Pro,P07,Consistently positive free cash flow provides financial flexibility for growth and dividends.,80
TRENT,Pro,P08,Debt-to-equity ratio below 1 reflects a strong balance sheet with conservative leverage.,65
TRENT,Pro,P09,Interest coverage ratio above 5x shows strong ability to service debt obligations.,65
TRENT,Pro,P11,High cash flow from operations quality indicates sustainable core business performance.,95
TVSMOTOR,Pro,P03,Double-digit revenue compounded annual growth reflects robust business expansion.,95
TVSMOTOR,Pro,P04,Earnings per share growing above 10% annually shows increasing profitability per share.,95
TVSMOTOR,Pro,P06,Asset turnover ratio above 0.5x indicates efficient utilization of company assets.,95
TVSMOTOR,Con,C06,Consistently negative free cash flow raises concerns about financial sustainability.,80
TVSMOTOR,Con,C07,Debt-to-equity ratio above 2 indicates high leverage and increased financial risk.,95
TVSMOTOR,Con,C10,Low cash flow quality suggests potential issues with core business operations.,95
